SPI® Total Return;;;;;;;;;;;;;;;;;
ISIN;CH0009987501;;;;CH0011105639;CH0017810976;CH0009987519;CH0009987527;CH0009987535;CH0009987543;CH0000629755;CH0000629821; CH0000629839;CH0000629854;CH0000629870;CH0009111011;CH0033051423
SYMBOL;SXGE;;;;SNSPI;SPIEX;SXBS ;SXRS ;SXBP ;SXPC ;SSCI ;SMCI ;SLCI ;SNCI ;SOCI ;SSIRT;SXSLI
NAME;SPI®;;;;SWX new;SPI Extra ;Bearer;Registred;Bearer &;Particip.;Small;Mid;Large;Small &;Large &;Swiss All;SPI ex SLI (TR)
;Tot Ret;;;;SPI Index;;Shares;Shares;PS;Certificate;Cap;Cap;Cap;Mid Cap;Mid Cap;Shares;
YTD Perf.%;3.01;3.29;3.3;2.82;3.29;7.63;-1.74;3.37;2.94;3.68;10.95;7.32;2.49;7.63;3.18;3.39;7.58
Date;Open;Close;High;Low;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close;Close
07.04.2015;9207.44;9288.34;9306.81;9205.66;1849.21;2921.97;11376.32;11277.5;11272.75;14599.66;19116.22;11175.33;9092.29;12147.5;9275.64;9223.1;2460.02
02.04.2015;9140.3;9144.53;9164.29;9135.01;1820.58;2894.48;11267.25;11112.39;11054.99;14295;19068.11;11062.4;8941.26;12033.23;9130.28;9080.1;2440.7
01.04.2015;9108.86;9143.85;9196.1;9102.78;1820.45;2881.82;11244.67;11105.95;11079.82;14336.91;19014.28;11012.27;8947.78;11980.59;9129.97;9080.57;2428.9
31.03.2015;9222.64;9137.24;9253.76;9136.71;1819.13;2882.56;11266.27;11089.57;11109.95;14377.74;18992.02;11016.69;8939.67;11983.65;9123.42;9075.18;2428.7
30.03.2015;9129.68;9207.5;9221.19;9129.68;1833.12;2899.64;11376.49;11212.08;11025.18;14227.89;19001.08;11088.09;9011.36;12054.68;9194.55;9144.23;2434.08
27.03.2015;9120.35;9090.88;9160.2;9085.62;1809.9;2866.5;11249.57;11057.62;10942.46;14129.65;18801.32;10960.31;8895.16;11916.87;9077.81;9027.97;2404.74
26.03.2015;9144.47;9095.46;9144.47;9011.43;1810.81;2877.41;11187.95;11062.09;10953.05;14158.15;18786.21;11007.16;8894.17;11962.25;9082.56;9032.47;2408.44
25.03.2015;9276.88;9193.87;9304.55;9177.85;1830.4;2895.87;11363.29;11165.48;11145.97;14411.97;18760.34;11086.44;8997.71;12038.99;9182.44;9130.6;2425.36
24.03.2015;9330.51;9294.27;9380.77;9275.25;1850.39;2920.56;11539.76;11288.84;11261.16;14548.83;18799.48;11188.12;9099.97;12141.64;9283.89;9230.75;2447.86
23.03.2015;9359.32;9357.78;9368.98;9337.03;1863.04;2923.55;11643.24;11362.43;11354.38;14667.63;18707.27;11206.16;9171.97;12154.06;9348.9;9293.93;2442.52
20.03.2015;9326.65;9378.08;9378.08;9322.55;1867.08;2919.15;11546.56;11386.88;11379.91;14725.75;18679.33;11189.3;9198.08;12135.79;9369.67;9315.17;2437.17
19.03.2015;9261.37;9307.29;9317.83;9261.37;1852.99;2891.82;11477.46;11304.19;11279.07;14588.47;18583.47;11079.89;9131.7;12022.14;9298.62;9244.69;2419.13
18.03.2015;9218.95;9241.55;9265.26;9187.51;1839.9;2882.17;11402.62;11240.59;11125.24;14372.79;18480.99;11045.31;9060.99;11982.05;9232.75;9179.45;2407.81
17.03.2015;9245.95;9192.99;9255.11;9169.6;1830.23;2882.45;11467.64;11189.58;11030;14216.49;18464.79;11047.43;9004.47;11983.2;9183.66;9130.99;2408.27
16.03.2015;9172;9232.64;9263.15;9165.18;1838.12;2896.75;11562.43;11240.9;11063.57;14247.51;18607.57;11099.23;9042.23;12042.65;9222.83;9172.15;2423.52
13.03.2015;9133.45;9160.03;9160.16;9128.72;1823.67;2893.49;11521.98;11141.8;11025.43;14198.51;18525.78;11090.29;8959.86;12029.08;9149.85;9099.09;2413.51
12.03.2015;9104.54;9117.74;9130.29;9087.67;1815.25;2869.84;11368.71;11083.18;11007.31;14202.66;18376.12;10999.55;8924.42;11930.77;9108.05;9056.41;2392.99
11.03.2015;9039.01;9104.92;9116.66;9039.01;1812.7;2867.09;11299.7;11096.97;10857.66;13992.07;18288.64;10993.09;8911.14;11919.33;9095.68;9042.17;2391.25
10.03.2015;9074.9;9020.97;9092;9008.46;1795.98;2838.22;11114.08;10987.47;10790.38;13929;18147.42;10879.88;8830.38;11799.3;9011.62;8958.34;2368.74
09.03.2015;9073.26;9054.24;9073.26;9014.02;1802.61;2865.84;11173.1;11031.19;10815.58;13954.76;18251.69;10990;8853.06;11914.14;9044.6;8991.94;2395.27
06.03.2015;9048.1;9083.83;9107.54;9048.1;1808.5;2869.11;11260.44;11068.9;10843.33;13978.57;18285.76;11001.79;8885.5;11927.76;9074.33;9020.82;2398.25
05.03.2015;8997.91;9040.92;9053.22;8993.54;1799.95;2859.88;11294.04;11034.89;10708.58;13769.38;18195.14;10968.23;8841.04;11889.36;9031.5;8976.96;2390.29
04.03.2015;8926.25;8951.65;8964.1;8889.54;1782.18;2830.73;11121.36;10937.44;10550.33;13567.08;18165.16;10847.35;8754.27;11768.18;8941.28;8887.1;2372.79
03.03.2015;8996.14;8920.22;9015.34;8909.66;1775.92;2831.39;11183.07;10890.52;10551.23;13556.15;18182.6;10849.08;8717.45;11770.91;8909.31;8856.12;2376.65
02.03.2015;8921.47;8965.65;8965.65;8907.14;1784.97;2845.78;11317.32;10946.28;10603.62;13607.84;18184.08;10909.54;8761.86;11830.73;8955.32;8900.86;2391.4
27.02.2015;8944.51;8921.78;8958.88;8899.38;1776.23;2826.5;11235.6;10900.69;10515.98;13493.01;17999.65;10839.21;8722.04;11750.58;8912.16;8856.95;2379.91
26.02.2015;8881.87;8943.96;8943.96;8864.54;1780.65;2812.24;11155.02;10935.06;10509.53;13499.37;17854.7;10787.71;8755.87;11691.31;8935.64;8878.41;2364.08
25.02.2015;8870.84;8882.4;8882.48;8835.76;1768.39;2809.15;11064.64;10860.18;10435.49;13406.62;17862.33;10774.25;8686.33;11678.45;8873.23;8817.52;2364.02
24.02.2015;8859.5;8883.54;8883.54;8831.82;1768.62;2799.61;11108.06;10859.77;10444.9;13412.05;17847.64;10734.98;8693.09;11638.8;8874.48;8818.4;2357.98
23.02.2015;8817.89;8866.66;8872.85;8809.87;1765.26;2777.08;11071.99;10818.8;10516.26;13525.93;17723.84;10647.43;8686.39;11545.14;8858.25;8802.29;2339.22
20.02.2015;8796.2;8785.55;8810.29;8733.25;1749.11;2757.41;11004.88;10716.63;10434.4;13416.86;17554.53;10574.58;8603.65;11463.37;8777.26;8721.57;2322.17
19.02.2015;8705;8792.57;8802.32;8682.17;1750.51;2758.1;11039.24;10741.79;10368.34;13311.25;17614.55;10573.97;8611.4;11466.23;8783.96;8727.84;2324.06
18.02.2015;8651.43;8700.19;8716.32;8647.67;1732.12;2739.23;10976.36;10637.43;10221.28;13103.84;17526.21;10499.76;8515.15;11387.8;8691;8636.45;2308.91
17.02.2015;8596.23;8638.67;8638.67;8569.26;1719.87;2707.45;10868.75;10562.06;10149.63;13018.06;17418.71;10372.32;8462.01;11255.66;8629.42;8574.93;2285.62
16.02.2015;8549.03;8606.62;8623.09;8542.69;1713.49;2701.98;10885.18;10537.77;10045.24;12858.71;17396.88;10350.57;8428.02;11232.92;8597.12;8542.71;2285.03
13.02.2015;8532.53;8550.15;8558.67;8505.66;1702.25;2690.26;10870.73;10476.41;9944.42;12710.82;17367.89;10302.95;8369.3;11184.19;8540.12;8486.36;2270.63
12.02.2015;8474.86;8505.28;8506.8;8456.2;1693.31;2668.58;10833.81;10428.35;9861.2;12593.71;17273.71;10217.25;8329.68;11094.06;8495.32;8442.17;2251.46
11.02.2015;8510.08;8464.42;8522.98;8430.81;1685.18;2642.01;10610.75;10365.21;9872.26;12654.56;17228.51;10108.13;8297.5;10983.62;8454.24;8401.21;2231.9
10.02.2015;8477.28;8503.2;8508.85;8453.62;1692.9;2648.43;10629;10407.36;9941.44;12754.39;17200.63;10136.78;8338.76;11010.32;8493.72;8439.91;2235.87
09.02.2015;8422.58;8505.13;8508.16;8414.06;1693.28;2632.47;10603.91;10406.67;9957.41;12783.24;17120.15;10074.33;8350.1;10943.96;8496.23;8441.96;2221.82
06.02.2015;8404.99;8467.87;8496.42;8383.57;1685.87;2631.67;10532.36;10318.04;10106.84;13020.9;17017.89;10076.95;8307.4;10940.65;8459.2;8406.59;2218.06
05.02.2015;8418.37;8430.49;8446.34;8388.04;1678.42;2629.95;10494;10268.26;10081.15;12990.1;17040.98;10068.35;8265.15;10933.47;8421.19;8369.34;2212.49
04.02.2015;8372.89;8480.45;8481.03;8364.08;1688.37;2622.73;10346.99;10322.1;10172.24;13155.52;17055.96;10037.12;8326.98;10903.46;8471.68;8418.41;2205.1
03.02.2015;8315.89;8336.73;8389.35;8313.18;1659.76;2595.85;10108.43;10161.97;9933.67;12846.16;17025.13;9925.89;8175.97;10791.72;8326.35;8277.29;2183.15
02.02.2015;8308.58;8307.13;8342.19;8281.7;1653.86;2574.47;10093.68;10113.97;9951.71;12876.07;16868.31;9845.08;8153.79;10702.82;8297.44;8248.49;2167.31
30.01.2015;8335;8262.63;8347.73;8262.63;1645.01;2558.82;10005.64;10046.28;9958.91;12904.32;16766.46;9785.2;8111.16;10637.76;8253.07;8204.99;2147.12
29.01.2015;8179.39;8297.55;8297.55;8179.39;1651.96;2544.27;9947.44;10070.32;10083.39;13102.02;16675.21;9729.34;8159.73;10577.29;8289.06;8239.08;2135.16
28.01.2015;8268.68;8179.85;8297.66;8174.02;1628.52;2515.28;9825.39;9907.89;10028;13043.44;16682.2;9607.03;8039.99;10456.78;8169.82;8123.95;2115.79
27.01.2015;8201.72;8260.64;8304.16;8183.24;1644.61;2524.39;9825.86;9985.67;10216.92;13325.84;16768.43;9640.32;8128.27;10494.64;8251.05;8203.6;2124.62
26.01.2015;8035.16;8173.2;8180.15;8035.16;1627.2;2527.54;9781.73;9872.87;10140.49;13220.33;16633.68;9661.41;8025.38;10507.75;8163.41;8117.81;2131.16
23.01.2015;7917.19;8041.51;8045.14;7895.47;1600.98;2489.59;9749.91;9723.56;9933.41;12916.99;16553.26;9506.48;7894.51;10349.96;8030.59;7985.88;2105.03
22.01.2015;7872.49;7890.63;7902.46;7767.9;1570.94;2457.56;9522.35;9558.63;9668.66;12566.31;16386.27;9381.51;7738.11;10216.81;7878.94;7836.04;2079.27
21.01.2015;8061.61;7899.05;8061.61;7822.05;1572.62;2459.26;9432.63;9530.48;9850.58;12856.16;16430.12;9386.1;7746.89;10223.87;7887.17;7844.75;2074.84
20.01.2015;8118.72;8057.91;8142;8049.36;1604.25;2492.8;9606.5;9708.11;10111.6;13211.93;16651.74;9514.26;7911.67;10363.31;8046.54;8002.62;2106.76
19.01.2015;7920.39;8040.96;8119.56;7890.45;1600.87;2502.85;9684.25;9693.54;10064.13;13125.51;16629.02;9557.87;7886.4;10405.1;8029.53;7985.6;2109.25
16.01.2015;8080.01;7804.32;8080.01;7776.52;1553.76;2451.93;9475.51;9396.37;9821.15;12803.63;16481.73;9352.27;7641.49;10193.41;7790.88;7750.71;2071.65
15.01.2015;9127.7;8284.45;9133.89;7868.46;1649.35;2576.99;10032.93;9998.53;10317.56;13435.21;17090.91;9842.75;8126.14;10713.29;8272.95;8226.93;2175.74
14.01.2015;9065;9061.76;9137.79;9048.82;1804.1;2802.7;11306.27;10929.72;11316.74;14676.37;17845.15;10748.16;8897.66;11651.66;9055;8997.83;2344.01
13.01.2015;8999.95;9143.49;9146.1;8995.08;1820.37;2820.31;11260.11;11036.77;11380.87;14781.44;18028.78;10811.5;8982.24;11724.85;9136.51;9078.77;2358.62
12.01.2015;9011.5;9017.4;9063.21;8974.5;1795.27;2789.33;11043.37;10884.28;11225.27;14591.82;17844.01;10691.98;8853.91;11596.07;9010.08;8953.83;2337.64
09.01.2015;8981.56;8975.7;9044.32;8948.25;1786.97;2784.92;11006.01;10855.44;11077.21;14377.84;17777.71;10677.28;8808.19;11577.72;8968.31;8912.44;2333.69
08.01.2015;8863.07;8999.38;9009.56;8863.07;1791.68;2775.15;10987.57;10864.19;11195.36;14558.18;17760.57;10637.22;8841.07;11537.14;8992.4;8936.01;2324.45
07.01.2015;8779.26;8780.6;8825.13;8752.38;1748.13;2736.29;10822.91;10605.27;10899.99;14149.2;17608.1;10482.64;8610.01;11375.57;8771.88;8717.86;2296.29
06.01.2015;8825.86;8757.1;8864.8;8757.1;1743.45;2733.31;10824.64;10570.44;10899.7;14148.42;17551.95;10473.39;8584.52;11363.19;8748.47;8694.5;2291.24
05.01.2015;8870.18;8816.37;8940.02;8816.38;1755.25;2744.42;10817.89;10645.97;10955.61;14233.37;17534.6;10521.13;8646.79;11409.38;8808.62;8752.71;2301.43
30.12.2014;8886.87;8857.03;8902.89;8849.21;1763.34;2751.44;10919.53;10743.79;10788.08;13962.67;17489.35;10553.27;8689.85;11438.53;8850.1;8791.06;2303.01
29.12.2014;8900.2;8902.99;8913.14;8868.95;1772.49;2757.86;10982.78;10808.21;10805.23;13975.75;17515.01;10578.81;8739.36;11465.25;8896.47;8836.96;2306.25
23.12.2014;8918.91;8890.94;8950.2;8876.7;1770.09;2755.25;11004.68;10788.75;10812.2;13981.82;17410.17;10573.94;8726.9;11454.4;8884.98;8824.09;2304.25
22.12.2014;8877.32;8897.48;8917.03;8872.29;1771.4;2748.46;10935.01;10777.08;10907.97;14138.87;17387.69;10546.68;8738.3;11426.16;8891.76;8831.77;2296.6
19.12.2014;8900.85;8843.34;8912.11;8794;1760.62;2735.59;10922.53;10718.79;10808.98;13993.33;17298.7;10497.75;8682.96;11372.67;8837.54;8778.4;2285.88
18.12.2014;8749.56;8863.81;8868.05;8745.33;1764.69;2714.18;10956.5;10618.67;11394.11;14861.38;17222.98;10412.16;8718.62;11283.64;8858.78;8800.6;2268.79
17.12.2014;8591.73;8642.65;8642.65;8590.03;1720.66;2667.72;10893.53;10364.94;11059.52;14373.64;17188.89;10218.87;8489.14;11090.5;8635.06;8580.86;2228.96
16.12.2014;8597.49;8654.09;8654.09;8455.97;1722.94;2658.1;10818.24;10367.62;11123.68;14484.5;16984.9;10190.23;8507.77;11050.5;8648.03;8591.58;2221.02
15.12.2014;8733.95;8579.67;8753.34;8579.67;1708.12;2646.73;10745.6;10273.82;11048.83;14387;17044.89;10138.99;8428.14;11003.26;8572.26;8519.24;2217.17
12.12.2014;8840.66;8746.79;8859.7;8746.79;1741.4;2676.22;10809.52;10464;11308.62;14762.72;17216.95;10252.98;8604.71;11125.84;8740.32;8685.7;2241.31
11.12.2014;8858.83;8894.62;8895.2;8815.74;1770.83;2699.07;10815.31;10639.67;11505.06;15055.26;17243.73;10347.81;8762.84;11220.83;8889.93;8832.34;2261.53
10.12.2014;8901.94;8863.98;8918.24;8850.12;1764.73;2701.33;10872.03;10618.74;11394.8;14879.16;17264.43;10356.1;8726.09;11230.23;8858.73;8800.56;2265.9
09.12.2014;8969.28;8892.63;8983.19;8869.91;1770.43;2707.68;11070.55;10641.72;11482.62;14971.08;17279.87;10381.97;8755.65;11256.62;8887.66;8830.13;2265.61
08.12.2014;9025.66;9020.3;9047.32;9017.31;1795.85;2746.73;11320.27;10805.17;11599.52;15096.33;17418.86;10538.37;8881.26;11418.96;9016.04;8956.88;2291.34
05.12.2014;8992.34;9062.01;9062.38;8992.34;1804.15;2777.89;11919.24;10841.72;11713.37;15147.72;17458.29;10667.53;8911.84;11548.5;9058.01;8997.29;2294.66
04.12.2014;9018.01;8967.59;9052.94;8951.06;1785.35;2746.72;11788.57;10728.74;11591.43;14991.34;17399.18;10539.55;8820.25;11418.94;8962.76;8903.77;2275.27
03.12.2014;8997.94;9011.34;9041.08;8994.11;1794.07;2750.39;11788.92;10787.32;11620;15033.99;17403.04;10554.8;8868.81;11434.19;9007.07;8947.05;2278.98
02.12.2014;8996.2;8979.13;9029.58;8972.21;1787.65;2735.51;11730.85;10744.88;11595.89;15009.46;17379.14;10493.43;8839.97;11372.32;8974.6;8914.35;2267.36
01.12.2014;8959.22;8984.9;9001.12;8942.78;1788.8;2734.28;11780.2;10757.35;11578.32;14973.4;17462.91;10483.17;8847.35;11367.22;8979.85;8919.5;2266.78
28.11.2014;8984.48;8992.9;8992.9;8933.09;1790.39;2743.3;11757.09;10782.85;11517.08;14886.42;17500.93;10518.92;8851.49;11404.7;8987.68;8926.98;2276.67
27.11.2014;8919.37;8976.55;8976.56;8913.66;1787.14;2746.27;11774.67;10754.42;11535.76;14910.87;17438.48;10535.24;8830.88;11417.04;8971.56;8910.67;2278.67
26.11.2014;8917;8909.82;8935.15;8899.51;1773.85;2729.86;11739.04;10677.59;11436.05;14768.86;17407.83;10467.82;8762.96;11348.82;8904.16;8843.96;2267.77
25.11.2014;8894.41;8899.68;8935.79;8894.41;1771.83;2736.78;11746.46;10671.56;11395.49;14706.75;17439.38;10495.14;8747.29;11377.61;8893.66;8835.27;2271.54
24.11.2014;8919.99;8910.91;8940.08;8906.56;1774.07;2732.81;11731.57;10670.53;11475.02;14828.61;17309.29;10486.27;8762.54;11361.1;8905.96;8845.45;2265.21
21.11.2014;8849.6;8926.8;8927.12;8849.6;1777.23;2727.66;11653.92;10685.09;11515.56;14904.63;17238.46;10468.84;8783.86;11339.7;8922.58;8861.11;2257.46
20.11.2014;8828.28;8838.88;8839.19;8797.64;1759.73;2702.79;11486.24;10571.38;11440.2;14825.21;17191.21;10366.7;8696.21;11236.29;8833.82;8773.98;2237.33
19.11.2014;8800.33;8832.25;8848.22;8800.33;1758.41;2700.21;11388.27;10564.46;11427.08;14825.03;17165.64;10357.37;8690;11225.57;8827.28;8767.62;2233.98
18.11.2014;8781.6;8820.55;8830.45;8781.6;1756.08;2695.07;11323.06;10564.06;11350.88;14724.05;17146.41;10336.83;8679.38;11204.2;8815.57;8755.56;2231.36
17.11.2014;8710.37;8776.21;8783.53;8710.37;1747.25;2682.18;11312.29;10513.25;11283.49;14625.42;17142.18;10282.68;8635.37;11150.62;8770.66;8711.52;2221.61
14.11.2014;8813.37;8768.27;8814.99;8750.72;1745.67;2685.99;11333.96;10506.49;11260.93;14587.41;17185.06;10296.17;8624.02;11166.47;8762.32;8703.35;2225.21
13.11.2014;8756.28;8805.82;8805.82;8740.59;1753.15;2695.94;11408.29;10552.37;11305.16;14638.78;17185.55;10338.13;8661.83;11207.81;8800.36;8740.57;2232.06
12.11.2014;8743.02;8728.48;8757.52;8704.62;1737.75;2685.88;11367.09;10450.31;11248.06;14561.59;17078.74;10302.16;8578.04;11166.01;8722.76;8663.76;2219.44
11.11.2014;8737.92;8755.39;8762.23;8724.76;1743.11;2695.87;11421.63;10466.88;11353.03;14707.7;17131.55;10341.1;8603.51;11207.52;8749.65;8690.62;2225.87
10.11.2014;8664.86;8728.01;8728.02;8664.86;1737.66;2688.81;11407.97;10439.83;11291.97;14619.13;17220.06;10305.94;8575.83;11178.17;8721.27;8663.04;2222.99
07.11.2014;8733.88;8676.38;8737.97;8652.22;1727.38;2669.76;11311.83;10378.65;11222.58;14534.45;17105.6;10232.45;8526.88;11098.97;8669.77;8611.89;2205.88
06.11.2014;8675.42;8722.58;8727.41;8661.53;1736.58;2683.95;11286.14;10413.95;11372.06;14763.02;17107.34;10292.28;8572.3;11157.99;8716.57;8657.71;2213.74
05.11.2014;8621.72;8699.69;8704.22;8621.72;1732.02;2672.55;11203.77;10387.34;11338.95;14729.87;17036.93;10248.39;8552.28;11110.56;8693.88;8635.28;2202.17
04.11.2014;8607.08;8582.01;8657.89;8574.16;1708.59;2645.84;11050.12;10250.27;11170.11;14507.93;16990.71;10138.5;8431.24;10999.54;8574.97;8518.62;2186.22
03.11.2014;8683.36;8610.24;8694.55;8598.39;1714.21;2646.06;11167.61;10302.57;11123.42;14414.82;16992.42;10139.35;8463.78;11000.47;8603.56;8546.16;2188.71
31.10.2014;8669.56;8691.83;8696.25;8636.02;1730.45;2665.72;11292.7;10393.24;11260.11;14594.36;17030.17;10220.01;8547.06;11082.19;8685.97;8627.09;2201.9
30.10.2014;8550.78;8583.66;8589.16;8471.51;1708.92;2647.49;11226.82;10238.2;11235.41;14570.49;16920.9;10149.68;8432.21;11006.4;8577.14;8520.4;2178.38
29.10.2014;8524.8;8520.43;8543.13;8513.43;1696.33;2628.54;11123.05;10171.72;11112.45;14407.24;16845.39;10074.28;8369.78;10927.62;8513.61;8457.52;2170.33
28.10.2014;8452.02;8494.64;8506.65;8452.02;1691.2;2616.95;11083.43;10149.71;11039.4;14305.9;16841.27;10025.61;8346.52;10879.42;8487.51;8431.73;2163.23
27.10.2014;8457.57;8390.74;8457.85;8364.05;1670.51;2592.4;11028.19;10009.44;10976.85;14223.35;16838.73;9922.21;8240.2;10777.37;8382.25;8329.26;2147.75
24.10.2014;8400.89;8404.69;8408.1;8370.7;1673.29;2601.06;11048.82;10019.1;11026.44;14293.38;16813.77;9960.24;8251.42;10813.37;8396.56;8343.13;2157.07
23.10.2014;8350.57;8419.12;8420.64;8310.87;1676.16;2606.65;11126.27;10027.82;11083.59;14363.47;16834.27;9982.62;8264.96;10836.59;8411.04;8357.11;2158.55
22.10.2014;8310.47;8377.85;8380.13;8287.71;1667.94;2590.57;11065.15;9976.93;11037.03;14305.98;16706.82;9922.54;8226.33;10769.75;8370.15;8316.25;2144.94
21.10.2014;8162.81;8279.16;8279.18;8124.07;1648.3;2561.95;10952.76;9861.51;10897.5;14119.68;16606.87;9807.58;8128.34;10650.79;8270.82;8218.04;2125.92
20.10.2014;8119.19;8161.5;8165.08;8074.07;1624.87;2529.01;10841.94;9734.77;10682.31;13819.94;16508.92;9674.18;8010.83;10513.86;8152.25;8101.39;2097.91
17.10.2014;7971.81;8130.92;8154.22;7938.32;1618.78;2523.24;10818.36;9697.8;10644.53;13768.14;16431.93;9654.58;7978.71;10489.86;8121.82;8070.46;2090.92
16.10.2014;8042.47;7938.95;8062.52;7770.24;1580.56;2459.88;10595.67;9474.06;10369.7;13401.42;16176.03;9402.24;7792.49;10226.46;7929.07;7879.79;2043.51
15.10.2014;8185.21;8013.85;8196.32;7980.2;1595.48;2463.93;10571.88;9599.02;10307.47;13313.1;16233.1;9415.76;7876.95;10243.28;8004.6;7953.37;2042.64
14.10.2014;8164.86;8198.27;8208.49;8091.79;1632.19;2510.97;10722.55;9825.19;10520.94;13602.37;16281.33;9612.12;8063.73;10438.86;8191.23;8136.2;2074.84
13.10.2014;8150.6;8202.19;8247.3;8143.99;1632.97;2512.05;10665.93;9835.85;10499.17;13581.05;16363.12;9611.51;8067.66;10443.34;8194.6;8139.89;2072.25
10.10.2014;8298.35;8236.83;8298.35;8197.68;1639.87;2527.27;10735.23;9884.81;10510.14;13583.71;16480.83;9668.55;8099.1;10506.59;8228.85;8174.76;2082.4
09.10.2014;8452.62;8348.99;8463.6;8345.77;1662.2;2571.37;10925.87;10025.94;10623.85;13715.9;16753.76;9838.2;8203.85;10689.95;8340.53;8286.17;2123.65
08.10.2014;8395.38;8386.96;8397.24;8337.13;1669.76;2590.16;10954.4;10060.72;10720.86;13855.26;16790.08;9915.52;8237.12;10768.05;8378.76;8323.14;2140.69
07.10.2014;8560.41;8432.55;8560.41;8425.89;1678.83;2606.96;11077.88;10108.02;10812.35;13967.55;16901.2;9979.69;8280.34;10837.89;8424.16;8368.99;2156
06.10.2014;8600.99;8584.87;8610.9;8577.48;1709.16;2643.19;11160.4;10274.81;11078.71;14349.4;17070.87;10122.54;8436.1;10988.54;8577.33;8520.41;2185.95
03.10.2014;8539.18;8554.87;8572.46;8505.36;1703.19;2649.28;11142.97;10238.57;11041.53;14297.28;17105.06;10146.17;8397.88;11013.84;8546.67;8490.41;2187.92
02.10.2014;8625.55;8520.5;8628.82;8520.5;1696.34;2628.35;11060.02;10200.01;10985.62;14230.13;16994.85;10064.42;8370.02;10926.81;8512.64;8456.05;2172.18
01.10.2014;8678.87;8650.47;8701.28;8640.93;1722.22;2663.68;11192.24;10347.04;11191.63;14511.91;17225.93;10199.58;8500.4;11073.72;8642.7;8584.86;2201.15
30.09.2014;8651.95;8695.61;8699.41;8639.49;1731.21;2678.03;11270.13;10406.4;11225.91;14547.71;17308.05;10255.17;8544.51;11133.35;8687.86;8629.83;2212.29
29.09.2014;8663.6;8642.09;8670.67;8613.62;1720.55;2668.37;11237.22;10346.19;11139.56;14425.14;17288.85;10215.45;8488.02;11093.2;8633.73;8576.56;2208.62
26.09.2014;8634.44;8647.16;8673.33;8602.72;1721.56;2682.69;11327.25;10348.99;11160.78;14439;17374.85;10270.7;8485.72;11152.73;8638.23;8581.27;2220.47
25.09.2014;8689.76;8648.44;8719.37;8627.25;1721.82;2687.98;11381.2;10338.16;11218.05;14513.92;17366.34;10293.68;8484.18;11174.74;8639.59;8582.53;2224.85
24.09.2014;8655.07;8675.57;8677.29;8637.29;1727.22;2701.69;11502.14;10364.6;11280.17;14582.82;17450.97;10346.4;8507.78;11231.71;8666.47;8608.93;2235.62
23.09.2014;8688.58;8647.62;8692.28;8619.23;1721.65;2701.5;11536.97;10332.73;11236.99;14511.34;17485.1;10343.46;8475.51;11230.94;8637.88;8580.97;2238.81
22.09.2014;8701.28;8702.73;8723.24;8688.22;1732.62;2722.32;11634.05;10403.64;11285.81;14565.09;17660.32;10420.61;8527.47;11317.49;8692.45;8635.96;2255.47
19.09.2014;8747.73;8723.49;8750.25;8709.07;1736.76;2726.09;11588.7;10436;11278.84;14563.66;17677.84;10435.5;8549.37;11333.18;8713.37;8656.4;2261.2
18.09.2014;8691.38;8708.11;8708.19;8671.15;1733.7;2721.41;11561.78;10413.86;11275.9;14564.62;17526.18;10425.56;8534.22;11313.7;8698.92;8640.96;2260.13
17.09.2014;8683.58;8698.48;8700.54;8678.95;1731.78;2709.97;11559.75;10417.72;11193.67;14442.02;17476.71;10380.15;8529.51;11266.15;8689.54;8630.84;2253.48
16.09.2014;8673.35;8678.29;8681.63;8656.16;1727.76;2704.87;11638.2;10408.99;11097.61;14282.72;17448.54;10360.31;8509.05;11244.96;8669.28;8610.23;2250.58
15.09.2014;8651.97;8677.42;8681.85;8639.79;1727.59;2716.93;11676.63;10418.87;11046.92;14199.25;17500.06;10408.23;8501.29;11295.09;8668;8609.51;2263.29
12.09.2014;8707.05;8678.7;8707.05;8664.53;1727.84;2720.42;11709.17;10427.72;11015.41;14145.63;17480.14;10424.37;8500.82;11309.57;8669.45;8610.88;2263.81
11.09.2014;8707.69;8706.12;8710.07;8678.19;1733.3;2719.86;11679.92;10464.78;11031.48;14175.49;17480.05;10422.03;8532.79;11307.28;8697.25;8637.97;2262.47
10.09.2014;8686.3;8693.93;8694.63;8656.19;1730.87;2717.05;11686.72;10472.28;10915.52;14000.68;17476.61;10410.29;8520.28;11295.59;8684.92;8625.1;2259.14
09.09.2014;8705.03;8705.49;8725.68;8703.08;1733.17;2724.47;11794.72;10486.47;10928.91;13999.21;17523.53;10438.75;8529.49;11326.42;8696.29;8636.55;2264.41
08.09.2014;8686.74;8699.48;8700.8;8666.47;1731.98;2726.57;11811.85;10482.1;10908.3;13964.98;17440.35;10453.16;8521.37;11335.14;8690.83;8630.43;2265.44
05.09.2014;8709.37;8677.34;8711.95;8658.64;1727.57;2729.95;11838.97;10460.18;10858.96;13885.77;17361.66;10472.77;8493.9;11349.22;8668.97;8608.33;2269.55
04.09.2014;8680.62;8718.8;8734.46;8678.15;1735.82;2736.1;11890.83;10512.71;10899.23;13935.68;17337.36;10500.55;8538.34;11374.79;8711.2;8649.21;2273.21
